,year,source,target
568,1977.0,L. I. Brezhnev (1964 - 1982),Bulgaria
569,1977.0,Bulgaria,"Дамянов, Дамян"
570,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
571,1968.0,Bulgaria,"Дамянов, Дамян"
572,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
573,1968.0,Bulgaria,"Дамянов, Дамян"
574,1965.0,L. I. Brezhnev (1964 - 1982),Bulgaria
575,1965.0,Bulgaria,"Даскалов, Стоян Ц"
576,1960.0,N. S. Khrushchev (1953 - 1964),Bulgaria
577,1960.0,Bulgaria,"Даскалов, Стоян Ц"
578,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
579,1959.0,Bulgaria,"Даскалов, Стоян Ц"
580,1987.0,M. S. Gorbachev (1985 - 1991),Bulgaria
581,1987.0,Bulgaria,"Дебелянов, Димчо"
582,1971.0,L. I. Brezhnev (1964 - 1982),Bulgaria
583,1971.0,Bulgaria,"Джагаров, Георгій"
584,1972.0,L. I. Brezhnev (1964 - 1982),Bulgaria
585,1972.0,Bulgaria,"Джагаров, Георгій"
586,,,
587,,,
588,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
589,1986.0,Bulgaria,"Джагаров, Георгій"
590,1972.0,L. I. Brezhnev (1964 - 1982),Bulgaria
591,1972.0,Bulgaria,"Джагаров, Георгій"
592,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
593,1959.0,Bulgaria,"Дикова, Марта"
594,1983.0,Y. V. Andropov (1982 - 1984),Bulgaria
595,1983.0,Bulgaria,"Дилов, Любен"
596,1970.0,L. I. Brezhnev (1964 - 1982),Bulgaria
597,1970.0,Bulgaria,"Димитрова, Блага"
598,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
599,1978.0,Bulgaria,"Дишев, Димитр"
600,1969.0,L. I. Brezhnev (1964 - 1982),Bulgaria
601,1969.0,Bulgaria,"Донев, Антон"
602,1969.0,L. I. Brezhnev (1964 - 1982),Bulgaria
603,1969.0,Bulgaria,"Донев, Антон"
604,1981.0,L. I. Brezhnev (1964 - 1982),Bulgaria
605,1981.0,Bulgaria,"Донков, Калін"
606,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
607,1978.0,Bulgaria,"Донков, Славчо"
608,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
609,1985.0,Bulgaria,"Драганов, Николай"
610,1983.0,Y. V. Andropov (1982 - 1984),Bulgaria
611,1983.0,Bulgaria,"Євтимов, Євтим"
612,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
613,1968.0,Bulgaria,"Євтимов, Євтим"
614,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
615,1986.0,Bulgaria,"Єленков, Лучезар"
616,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
617,1978.0,Bulgaria,"Жеков, Васко"
618,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
619,1978.0,Bulgaria,"Жотев, Добрі"
620,1969.0,L. I. Brezhnev (1964 - 1982),Bulgaria
621,1969.0,Bulgaria,"Зидаров(3идар), Никола"
622,1967.0,L. I. Brezhnev (1964 - 1982),Bulgaria
623,1967.0,Bulgaria,"Зидаров(3идар), Никола"
624,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
625,1959.0,Bulgaria,"Ісаєв, Младен"
626,1977.0,L. I. Brezhnev (1964 - 1982),Bulgaria
627,1977.0,Bulgaria,"Ісаєв, Младен"
628,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
629,1974.0,Bulgaria,"Ісаєв, Младен"
630,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
631,1974.0,Bulgaria,"Ісаєв, Младен"
632,1981.0,L. I. Brezhnev (1964 - 1982),Bulgaria
633,1981.0,Bulgaria,"Ісаєв, Младен"
634,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
635,1974.0,Bulgaria,"Ісаєв, Младен"
636,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
637,1974.0,Bulgaria,"Ісаєв, Младен"
638,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
639,1986.0,Bulgaria,"Ісаєва, Людмила"
640,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
641,1974.0,Bulgaria,"Йовков, Йордан"
642,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
643,1974.0,Bulgaria,"Йовков, Йордан"
644,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
645,1974.0,Bulgaria,"Йовков, Йордан"
646,1980.0,L. I. Brezhnev (1964 - 1982),Bulgaria
647,1980.0,Bulgaria,"Калчев, Камен"
648,,,
649,,,
650,1980.0,L. I. Brezhnev (1964 - 1982),Bulgaria
651,1980.0,Bulgaria,"Калчев, Камен"
652,,,
653,,,
654,1980.0,L. I. Brezhnev (1964 - 1982),Bulgaria
655,1980.0,Bulgaria,"Калчев, Камен"
656,,,
657,,,
658,1964.0,N. S. Khrushchev (1953 - 1964),Bulgaria
659,1964.0,Bulgaria,"Калчев, Камен"
660,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
661,1968.0,Bulgaria,"Калчев, Камен"
662,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
663,1968.0,Bulgaria,"Калчев, Камен"
664,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
665,1968.0,Bulgaria,"Калчев, Камен"
666,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
667,1968.0,Bulgaria,"Калчев, Камен"
668,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
669,1974.0,Bulgaria,"Карасимеонов, Александр"
670,1958.0,N. S. Khrushchev (1953 - 1964),Bulgaria
671,1958.0,Bulgaria,"Караславов, Георгій"
672,1934.0,J. V. Stalin (1922 - 1952),Bulgaria
673,1934.0,Bulgaria,"Караславов, Георгій"
674,1982.0,L. I. Brezhnev (1964 - 1982),Bulgaria
675,1982.0,Bulgaria,"Караславов, Слав Христов"
676,1970.0,L. I. Brezhnev (1964 - 1982),Bulgaria
677,1970.0,Bulgaria,"Караславов, Слав Христов"
678,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
679,1978.0,Bulgaria,"Караславов, Слав Христов"
680,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
681,1968.0,Bulgaria,"Караславов, Слав Христов"
682,1981.0,L. I. Brezhnev (1964 - 1982),Bulgaria
683,1981.0,Bulgaria,"Константинов, Георгій"
684,1971.0,L. I. Brezhnev (1964 - 1982),Bulgaria
685,1971.0,Bulgaria,"Лазаров, Дончо"
686,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
687,1959.0,Bulgaria,"Ланков, Никола"
688,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
689,1959.0,Bulgaria,"Ланков, Никола"
690,1958.0,N. S. Khrushchev (1953 - 1964),Bulgaria
691,1958.0,Bulgaria,"Ланков, Никола"
692,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
693,1974.0,Bulgaria,"Левчев, Любомир"
694,1972.0,L. I. Brezhnev (1964 - 1982),Bulgaria
695,1972.0,Bulgaria,"Левчев, Любомир"
696,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
697,1974.0,Bulgaria,"Левчев, Любомир"
698,1985.0,K. U. Chernenko (1984 - 1985),Bulgaria
699,1985.0,Bulgaria,"Левчев, Любомир"
700,1967.0,L. I. Brezhnev (1964 - 1982),Bulgaria
701,1967.0,Bulgaria,"Левчева, Лена"
702,1933.0,J. V. Stalin (1922 - 1952),Bulgaria
703,1933.0,Bulgaria,Лілянов Ст
704,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
705,1978.0,Bulgaria,"Люцканова, Весела"
706,1971.0,L. I. Brezhnev (1964 - 1982),Bulgaria
707,1971.0,Bulgaria,"Люцканова, Весела"
708,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
709,1985.0,Bulgaria,"Мандаджієв, Атанас"
710,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
711,1978.0,Bulgaria,"Мандаджієв, Атанас"
712,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
713,1986.0,Bulgaria,"Манов, Еміл"
714,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
715,1985.0,Bulgaria,"Марангозов, Николай"
716,1964.0,N. S. Khrushchev (1953 - 1964),Bulgaria
717,1964.0,Bulgaria,"Марков, Георгі"
718,1964.0,N. S. Khrushchev (1953 - 1964),Bulgaria
719,1964.0,Bulgaria,"Марков, Георгі"
720,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
721,1968.0,Bulgaria,"Матев, Павел"
722,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
723,1978.0,Bulgaria,"Матев, Павел"
724,1984.0,K. U. Chernenko (1984 - 1985),Bulgaria
725,1984.0,Bulgaria,"Матев, Павел"
726,1969.0,L. I. Brezhnev (1964 - 1982),Bulgaria
727,1969.0,Bulgaria,"Методієв, Димитр"
728,,,
729,,,
730,1975.0,L. I. Brezhnev (1964 - 1982),Bulgaria
731,1975.0,Bulgaria,"Методієв, Димитр"
732,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
733,1986.0,Bulgaria,"Миланов, Александр"
734,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
735,1986.0,Bulgaria,"Миланов, Александр"
736,1983.0,Y. V. Andropov (1982 - 1984),Bulgaria
737,1983.0,Bulgaria,"Миланов, Димитр"
738,1977.0,L. I. Brezhnev (1964 - 1982),Bulgaria
739,1977.0,Bulgaria,"Милев(Мілев), Йордан"
740,1967.0,L. I. Brezhnev (1964 - 1982),Bulgaria
741,1967.0,Bulgaria,"Милев(Мілев), Йордан"
742,1981.0,L. I. Brezhnev (1964 - 1982),Bulgaria
743,1981.0,Bulgaria,"Милев(Мілев), Йордан"
744,1963.0,N. S. Khrushchev (1953 - 1964),Bulgaria
745,1963.0,Bulgaria,"Минков, Светослав"
746,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
747,1978.0,Bulgaria,"Михайлова, Ліляна"
748,1962.0,N. S. Khrushchev (1953 - 1964),Bulgaria
749,1962.0,Bulgaria,"Михайловський, Стоян"
750,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
751,1986.0,Bulgaria,"Михайловський, Стоян"
752,1969.0,L. I. Brezhnev (1964 - 1982),Bulgaria
753,1969.0,Bulgaria,"Орлинов, Орлин"
754,1960.0,N. S. Khrushchev (1953 - 1964),Bulgaria
755,1960.0,Bulgaria,-
756,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
757,1986.0,Bulgaria,"Павурджієв, Васил"
758,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
759,1959.0,Bulgaria,"Паунов, Борис"
760,1969.0,L. I. Brezhnev (1964 - 1982),Bulgaria
761,1969.0,Bulgaria,"Паунов, Борис"
762,1960.0,N. S. Khrushchev (1953 - 1964),Bulgaria
763,1960.0,Bulgaria,"Пенев, Крум"
764,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
765,1968.0,Bulgaria,"Пенев, П."
766,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
767,1978.0,Bulgaria,"Петков, Любен"
768,1965.0,L. I. Brezhnev (1964 - 1982),Bulgaria
769,1965.0,Bulgaria,"Петров, Ангел"
770,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
771,1968.0,Bulgaria,"Петров, Валері"
772,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
773,1974.0,Bulgaria,"Петров, Івайло"
774,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
775,1974.0,Bulgaria,"Петров, Івайло"
776,1987.0,M. S. Gorbachev (1985 - 1991),Bulgaria
777,1987.0,Bulgaria,"Петров, Івайло"
778,1987.0,M. S. Gorbachev (1985 - 1991),Bulgaria
779,1987.0,Bulgaria,"Петров, Івайло"
780,1987.0,M. S. Gorbachev (1985 - 1991),Bulgaria
781,1987.0,Bulgaria,"Петров, Івайло"
782,1987.0,M. S. Gorbachev (1985 - 1991),Bulgaria
783,1987.0,Bulgaria,"Петров, Івайло"
784,1987.0,M. S. Gorbachev (1985 - 1991),Bulgaria
785,1987.0,Bulgaria,"Петров, Івайло"
786,1987.0,M. S. Gorbachev (1985 - 1991),Bulgaria
787,1987.0,Bulgaria,"Петров, Івайло"
788,1983.0,Y. V. Andropov (1982 - 1984),Bulgaria
789,1983.0,Bulgaria,"Петров, Івайло"
790,1981.0,L. I. Brezhnev (1964 - 1982),Bulgaria
791,1981.0,Bulgaria,"Попов, Васил"
792,1981.0,L. I. Brezhnev (1964 - 1982),Bulgaria
793,1981.0,Bulgaria,"Попов, Васил"
794,1981.0,L. I. Brezhnev (1964 - 1982),Bulgaria
795,1981.0,Bulgaria,"Попов, Васил"
796,1975.0,L. I. Brezhnev (1964 - 1982),Bulgaria
797,1975.0,Bulgaria,"Радевський, Христо"
798,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
799,1986.0,Bulgaria,"Радевський, Христо"
800,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
801,1985.0,Bulgaria,"Радевський, Христо"
802,1963.0,N. S. Khrushchev (1953 - 1964),Bulgaria
803,1963.0,Bulgaria,"Радевський, Христо"
804,1970.0,L. I. Brezhnev (1964 - 1982),Bulgaria
805,1970.0,Bulgaria,"Радевський, Христо"
806,1965.0,L. I. Brezhnev (1964 - 1982),Bulgaria
807,1965.0,Bulgaria,"Радевський, Христо"
808,1981.0,L. I. Brezhnev (1964 - 1982),Bulgaria
809,1981.0,Bulgaria,"Радичков(Радічков), Йордан"
810,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
811,1974.0,Bulgaria,"Радичков(Радічков), Йордан"
812,1966.0,L. I. Brezhnev (1964 - 1982),Bulgaria
813,1966.0,Bulgaria,"Радичков(Радічков), Йордан"
814,1966.0,L. I. Brezhnev (1964 - 1982),Bulgaria
815,1966.0,Bulgaria,"Радичков(Радічков), Йордан"
816,1966.0,L. I. Brezhnev (1964 - 1982),Bulgaria
817,1966.0,Bulgaria,"Радичков(Радічков), Йордан"
818,1966.0,L. I. Brezhnev (1964 - 1982),Bulgaria
819,1966.0,Bulgaria,"Радичков(Радічков), Йордан"
820,1966.0,L. I. Brezhnev (1964 - 1982),Bulgaria
821,1966.0,Bulgaria,"Радичков(Радічков), Йордан"
822,1966.0,L. I. Brezhnev (1964 - 1982),Bulgaria
823,1966.0,Bulgaria,"Радичков(Радічков), Йордан"
824,1966.0,L. I. Brezhnev (1964 - 1982),Bulgaria
825,1966.0,Bulgaria,"Радичков(Радічков), Йордан"
826,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
827,1978.0,Bulgaria,"Радичков(Радічков), Йордан"
828,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
829,1978.0,Bulgaria,"Радичков(Радічков), Йордан"
830,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
831,1978.0,Bulgaria,"Радичков(Радічков), Йордан"
832,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
833,1974.0,Bulgaria,"Разцветников, Асен"
834,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
835,1985.0,Bulgaria,"Райнов, Богомил"
836,,,
837,,,
838,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
839,1985.0,Bulgaria,"Райнов, Богомил"
840,,,
841,,,
842,1984.0,K. U. Chernenko (1984 - 1985),Bulgaria
843,1984.0,Bulgaria,"Райнов, Богомил"
844,1970.0,L. I. Brezhnev (1964 - 1982),Bulgaria
845,1970.0,Bulgaria,"Райнов, Богомил"
846,1982.0,L. I. Brezhnev (1964 - 1982),Bulgaria
847,1982.0,Bulgaria,"Райнов, Богомил"
848,1982.0,L. I. Brezhnev (1964 - 1982),Bulgaria
849,1982.0,Bulgaria,"Райнов, Богомил"
850,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
851,1968.0,Bulgaria,"Раковський, Витьо"
852,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
853,1974.0,Bulgaria,"Раковський, Витьо"
854,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
855,1986.0,Bulgaria,"Ралін, Радой"
856,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
857,1986.0,Bulgaria,"Ралін, Радой"
858,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
859,1985.0,Bulgaria,"Ралін, Радой"
860,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
861,1978.0,Bulgaria,"Северняк, Серафим"
862,1988.0,M. S. Gorbachev (1985 - 1991),Bulgaria
863,1988.0,Bulgaria,"Славейков, Петко"
864,1984.0,K. U. Chernenko (1984 - 1985),Bulgaria
865,1984.0,Bulgaria,"Славчев, Светослав"
866,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
867,1959.0,Bulgaria,"Смирненський, Христо"
868,1958.0,N. S. Khrushchev (1953 - 1964),Bulgaria
869,1958.0,Bulgaria,"Смирненський, Христо"
870,,,
871,,,
872,,,
873,,,
874,,,
875,,,
876,1964.0,L. I. Brezhnev (1964 - 1982),Bulgaria
877,1964.0,Bulgaria,"Спасов, Павел"
878,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
879,1978.0,Bulgaria,"Станев, Еміліан"
880,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
881,1974.0,Bulgaria,"Станев, Еміліан"
882,1979.0,L. I. Brezhnev (1964 - 1982),Bulgaria
883,1979.0,Bulgaria,"Станев, Еміліан"
884,1966.0,L. I. Brezhnev (1964 - 1982),Bulgaria
885,1966.0,Bulgaria,"Станев, Любен"
886,,,
887,,,
888,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
889,1985.0,Bulgaria,"Стефанов, Димитр"
890,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
891,1959.0,Bulgaria,"Стефанов, Пирван"
892,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
893,1985.0,Bulgaria,"Стефанов, Пирван"
894,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
895,1985.0,Bulgaria,"Стефанов, Пирван"
896,1985.0,M. S. Gorbachev (1985 - 1991),Bulgaria
897,1985.0,Bulgaria,"Стефанова, Ліляна"
898,1971.0,L. I. Brezhnev (1964 - 1982),Bulgaria
899,1971.0,Bulgaria,"Стоєв, Генчо"
900,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
901,1978.0,Bulgaria,"Стоєв, Генчо"
902,1970.0,L. I. Brezhnev (1964 - 1982),Bulgaria
903,1970.0,Bulgaria,"Стоянов, Людмил"
904,1965.0,L. I. Brezhnev (1964 - 1982),Bulgaria
905,1965.0,Bulgaria,"Тихолов, Георгі"
906,1965.0,L. I. Brezhnev (1964 - 1982),Bulgaria
907,1965.0,Bulgaria,"Тихолов, Георгі"
908,1965.0,L. I. Brezhnev (1964 - 1982),Bulgaria
909,1965.0,Bulgaria,"Тихолов, Георгі"
910,1965.0,L. I. Brezhnev (1964 - 1982),Bulgaria
911,1965.0,Bulgaria,"Тихолов, Георгі"
912,1965.0,L. I. Brezhnev (1964 - 1982),Bulgaria
913,1965.0,Bulgaria,"Тихолов, Георгі"
914,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
915,1959.0,Bulgaria,"Тодоров, Ангел"
916,1934.0,J. V. Stalin (1922 - 1952),Bulgaria
917,1934.0,Bulgaria,"Тодоров, Ангел"
918,1966.0,L. I. Brezhnev (1964 - 1982),Bulgaria
919,1966.0,Bulgaria,"Траянов, Христо"
920,1965.0,L. I. Brezhnev (1964 - 1982),Bulgaria
921,1965.0,Bulgaria,"Узунов, Генчо"
922,1959.0,N. S. Khrushchev (1953 - 1964),Bulgaria
923,1959.0,Bulgaria,"Фурнаджієв, Никола"
924,1961.0,N. S. Khrushchev (1953 - 1964),Bulgaria
925,1961.0,Bulgaria,"Фурнаджієв, Никола"
926,1982.0,L. I. Brezhnev (1964 - 1982),Bulgaria
927,1982.0,Bulgaria,"Фучеджієв, Дико"
928,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
929,1974.0,Bulgaria,"Хайтов, Николай"
930,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
931,1968.0,Bulgaria,"Ханчев, Веселин"
932,1969.0,L. I. Brezhnev (1964 - 1982),Bulgaria
933,1969.0,Bulgaria,"Харманджієв, Тодор"
934,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
935,1968.0,Bulgaria,"Хинкова, Василка"
936,1968.0,L. I. Brezhnev (1964 - 1982),Bulgaria
937,1968.0,Bulgaria,"Хинкова, Василка"
938,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
939,1986.0,Bulgaria,"Христев, Павел"
940,1984.0,K. U. Chernenko (1984 - 1985),Bulgaria
941,1984.0,Bulgaria,"Христозов, Николай"
942,1984.0,K. U. Chernenko (1984 - 1985),Bulgaria
943,1984.0,Bulgaria,"Христозов, Николай"
944,1981.0,L. I. Brezhnev (1964 - 1982),Bulgaria
945,1981.0,Bulgaria,"Цанев, Іван"
946,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
947,1978.0,Bulgaria,"Цветанов, Богдан"
948,1967.0,L. I. Brezhnev (1964 - 1982),Bulgaria
949,1967.0,Bulgaria,"Цонев, Василь"
950,1990.0,M. S. Gorbachev (1985 - 1991),Bulgaria
951,1990.0,Bulgaria,"Цончев, Донго"
952,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
953,1986.0,Bulgaria,"Цончев, Донго"
954,1978.0,L. I. Brezhnev (1964 - 1982),Bulgaria
955,1978.0,Bulgaria,"Цончев, Донго"
956,1986.0,M. S. Gorbachev (1985 - 1991),Bulgaria
957,1986.0,Bulgaria,"Чавдаров-Челкаш, Димитр"
958,1974.0,L. I. Brezhnev (1964 - 1982),Bulgaria
959,1974.0,Bulgaria,"Шопкін, Матей"
960,1984.0,K. U. Chernenko (1984 - 1985),Bulgaria
961,1984.0,Bulgaria,"Шопкін, Матей"
962,1976.0,L. I. Brezhnev (1964 - 1982),Bolivia
963,1976.0,Bolivia,"Лара, Хесус"
964,1963.0,N. S. Khrushchev (1953 - 1964),Bolivia
965,1963.0,Bolivia,"Рус, Жан"
966,1967.0,L. I. Brezhnev (1964 - 1982),Bolivia
967,1967.0,Bolivia,"Рус, Жан"
968,,,
969,,,
970,1982.0,L. I. Brezhnev (1964 - 1982),Bolivia
971,1982.0,Bolivia,"Суарес, Хорхе"
972,1981.0,L. I. Brezhnev (1964 - 1982),Brazil
973,1981.0,Brazil,"Амаду, Жоржі"
974,1981.0,L. I. Brezhnev (1964 - 1982),Brazil
975,1981.0,Brazil,"Амаду, Жоржі"
976,1985.0,M. S. Gorbachev (1985 - 1991),Brazil
977,1985.0,Brazil,"Амаду, Жоржі"
978,1974.0,L. I. Brezhnev (1964 - 1982),Brazil
979,1974.0,Brazil,"Амаду, Жоржі"
980,,,
981,,,
982,,,
983,,,
984,,,
985,,,
986,1974.0,L. I. Brezhnev (1964 - 1982),Brazil
987,1974.0,Brazil,"Амаду, Жоржі"
988,,,
989,,,
990,,,
991,,,
992,,,
993,,,
994,1974.0,L. I. Brezhnev (1964 - 1982),Brazil
995,1974.0,Brazil,"Амаду, Жоржі"
996,,,
997,,,
998,,,
999,,,
1000,,,
1001,,,
1002,1988.0,M. S. Gorbachev (1985 - 1991),Brazil
1003,1988.0,Brazil,"Бандейра, Мануел"
1004,1976.0,L. I. Brezhnev (1964 - 1982),Brazil
1005,1976.0,Brazil,"Безерра, Жуан Клімаку"
1006,1987.0,M. S. Gorbachev (1985 - 1991),Brazil
1007,1987.0,Brazil,"Верісіму, Еріку"
